drug_id,smiles,score,A,B
D04092,c12c(c[nH]c1cccc2)CC(CC)N.C(=O)(O)C,,,
D04197,[C@H]1(O[C@@H]([C@H](C1)O)CO)n1cc(c(=O)[nH]c1=O)F,,,
D04292,c12CN(CC[C@]34c1c(c(cc2)OC)O[C@H]3C[C@H](C=C4)O)C,,,
D04966,C(=N)(NC(=N)N)N(C)C,,,
D04983,C(C(=O)O)(CCSC)N,,,
D05341,C(CCCCCCCCCC)CCCCC(=O)O,,,
D05353,c1c(cc2c(c1)[nH]c(n2)S(=O)Cc1c(c(ccn1)OC)OC)OC(F)F,,,
D05407,c12c(ncn1CCC(CO)CO)c(=O)nc([nH]2)N,,,
D05458,c1(CC(C)(C)N)ccccc1,,,
D06238,c1(NCc2ccc3c(c2C)c(nc(n3)N)N)cc(c(c(c1)OC)OC)OC,,,
,CCC(C)(C)C(=O)O[C@@H]1[C@@H]2C(=C[C@H](C)C[C@@H]2CC[C@@H]2C[C@@H](O)CC(=O)O2)C=C[C@@H]1C,0.9938533804900669,[C@H]12[C@@H](OC(=O)[C@H](CC)C)C[C@H](C=C1C=C[C@@H]([C@@H]2CC[C@H]1OC(=O)C[C@@H](C1)O)C)C,[C@H]12[C@@H](OC(=O)C(CC)(C)C)C[C@H](C=C1C=C[C@@H]([C@@H]2CC[C@H]1OC(=O)C[C@@H](C1)O)C)C
,CC[C@H](C)C(=O)O[C@@H]1[C@@H]2C(=C[C@@H](O)C[C@@H]2CC[C@@H](O)C[C@@H](O)CC(=O)[O-])C=C[C@@H]1C,0.93373821543008,[C@H]12[C@@H](OC(=O)[C@H](CC)C)C[C@H](C=C1C=C[C@@H]([C@@H]2CC[C@H]1OC(=O)C[C@@H](C1)O)C)C,[C@H]12[C@H]([C@H](C=CC2=C[C@H](C[C@@H]1OC(=O)[C@H](CC)C)O)C)CC[C@H](C[C@H](CC(=O)[O-])O)O.[Na+]
,C[C@H]1C=C2C=C[C@H](C)[C@H]([C@@H]3C[C@@H](O)CC(=O)O3)[C@H]2[C@@H](O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H]([C@@H]4C[C@@H](O)CC(=O)O4)[C@H]32)C1,0.8858270350500694,[C@H]12[C@@H](OC(=O)C(CC)(C)C)C[C@H](C=C1C=C[C@@H]([C@@H]2CC[C@H]1OC(=O)C[C@@H](C1)O)C)C,[C@H]12[C@@H](OC(=O)C(CC)(C)C)C[C@H](C=C1C=C[C@@H]([C@@H]2CC[C@@H](O)C[C@H](CC(=O)[O-])O)C)C.[Ca+2].[C@H]12[C@@H](OC(=O)C(CC)(C)C)C[C@@H](C)C=C1C=C[C@@H]([C@@H]2CC[C@@H](O)C[C@H](CC(=O)[O-])O)C
,CCC(C)(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,0.9112157836911476,[C@H]12[C@H]([C@H](C=CC2=C[C@H](C[C@@H]1OC(=O)[C@H](CC)C)O)C)CC[C@H](C[C@H](CC(=O)[O-])O)O.[Na+],[C@H]12[C@@H](OC(=O)C(CC)(C)C)C[C@H](C=C1C=C[C@@H]([C@@H]2CC[C@@H](O)C[C@H](CC(=O)[O-])O)C)C.[Ca+2].[C@H]12[C@@H](OC(=O)C(CC)(C)C)C[C@@H](C)C=C1C=C[C@@H]([C@@H]2CC[C@@H](O)C[C@H](CC(=O)[O-])O)C
,N[C@@H](CCC(=O)NCC(=O)O)C(=O)O,0.9386987136325029,[C@H](CCC(=O)O)(C(=O)O)N,OC(=O)[C@H](CCC(=O)N[C@H](C(=O)NCC(=O)O)CS)N
,N[C@@H](Cc1ccccc1)C(=O)O,0.9360201130498544,[C@H](CCC(=O)O)(C(=O)O)N,c1(ccccc1)C[C@@H](C(=O)O)N
,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,0.865258016300479,[C@H](CCC(=O)O)(C(=O)O)N,[C@H]12[C@@H](NC(=O)N2)CS[C@H]1CCCCC(=O)O
,O=C(O)[C@@H]1CCCN1,0.685247247663702,[C@H](CCC(=O)O)(C(=O)O)N,C1CC[C@H](N1)C(=O)O
,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H]([C@H]3[C@@H](O)C[C@H](CO)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.7654042533798766,O([C@@H]1C[C@@H]2[C@](CC1)([C@@H]1[C@@H](CC2)[C@@]2([C@@]([C@@H](C1)O)(C)[C@H](CC2)C1=CC(=O)OC1)O)C)[C@@H]1O[C@@H]([C@H]([C@H](C1)O)O[C@@H]1O[C@@H]([C@H]([C@H](C1)O)O[C@@H]1O[C@@H]([C@H]([C@H](C1)O)O)C)C)C,[C@@H]1(C[C@@H]([C@@H]([C@H](O1)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O[C@@H]1[C@H](O[C@H](C[C@@H]1O)O[C@H]1[C@H](C[C@H](O[C@@H]2C[C@@H]3[C@@]([C@@H]4[C@H]([C@@]5([C@]([C@@H](C4)O)([C@H](CC5)C4=CC(=O)OC4)C)O)CC3)(CC2)C)O[C@@H]1C)O)C
,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.8702146233330108,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O)OC.Cl,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)CO)O)O)OC.Cl
,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,0.956269862941421,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O)OC.Cl,Cl.c1ccc2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O
,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1CCCCO1,0.9336643010859564,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O)OC.Cl,[C@H]1(OCCCC1)O[C@H]1[C@H](C[C@H](O[C@@H]2c3c(c4C(=O)c5c(cccc5C(=O)c4c(c3C[C@](C2)(C(=O)CO)O)O)OC)O)O[C@H]1C)N
,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.8702146233330108,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O)OC.Cl,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)N)(C(=O)CO)O)O)OC.Cl
,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0.8781122979445815,[C@H]1(C(=C(C(=O)O1)O)O)[C@H](CO)O,[nH]1c(=O)cc[nH]c1=O
,N[C@@H](Cc1c[nH]cn1)C(=O)O,0.9453168895938979,[C@H]1(C(=C(C(=O)O1)O)O)[C@H](CO)O,c1nc(c[nH]1)C[C@@H](C(=O)O)N
,O=C1O[C@H](c2cccnc2)C(O)=C1O,0.8920814560653314,[C@H]1(C(=C(C(=O)O1)O)O)[C@H](CO)O,c1(cccnc1)C(=O)N
,O=C1O[C@H](c2ccccc2)C(O)=C1O,0.8659641419850491,[C@H]1(C(=C(C(=O)O1)O)O)[C@H](CO)O,c1(ccccc1)C(=O)O
,Nc1ncnc2c1ncn2[C@@H](O)CO,0.9472282437049682,[C@H]1(C(=C(C(=O)O1)O)O)[C@H](CO)O,n1(c2c(nc1)c(ncn2)N)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO
,O[C@H]1[C@@H]2OC(c3cccs3)OC[C@H]2OC(c2cccs2)[C@@H]1O,0.857743634304752,c12c(cc3c(c1)[C@H]([C@@H]1[C@@H]([C@@H]3c3cc(c(c(c3)OC)O)OC)C(=O)OC1)O[C@H]1[C@@H]([C@H]([C@H]3[C@H](O1)CO[C@H](O3)C)O)O)OCO2,O([C@@H]1c2cc3c(cc2[C@H]([C@@H]2[C@@H]1COC2=O)c1cc(c(c(c1)OC)O)OC)OCO3)C1[C@@H]([C@@H](O)[C@H]2[C@H](O1)COC(O2)c1sccc1)O
,O=C(NC(=O)c1ccc(F)cc1)c1ccc(F)cc1,0.6858479936732362,c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1.[Ca+2].c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1,c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1.[Ca+2].O.c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1.O.O
